timestamp,corr_lat,corr_lng,corr_alt,true_lat,true_lng,true_alt,ref_num
2023-11-22 05:12:45.333583,8.242282633333334,124.24400159999999,54.619,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:12:48.944455,8.2422849,124.24400126666667,54.76899999999999,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:12:52.344059,8.242276566666668,124.2439879,54.509,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:12:57.410137,8.242270366666666,124.2439968,54.489,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:02.457729,8.242267333333333,124.244013,54.568999999999996,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:07.540013,8.242267100000001,124.24402753333332,54.489,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:12.575831,8.242271033333333,124.24403709999997,54.43899999999999,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:17.624335,8.2422758,124.24404429999997,54.309,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:22.718852,8.242278833333332,124.24404819999998,54.419,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:27.752138,8.242282833333332,124.24404899999998,54.509,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:32.797923,8.242285433333333,124.24405069999997,54.318999999999996,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:37.862799,8.242288,124.24405143333333,54.40899999999999,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:42.941872,8.242283933333333,124.2440533,54.388999999999996,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:48.001607,8.242279366666667,124.24405469999999,54.399,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:53.060306,8.242276233333333,124.24405593333334,54.40899999999999,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:13:58.104085,8.242273766666667,124.24405703333335,54.37899999999999,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:14:03.172902,8.242273266666666,124.2440561,54.51899999999999,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:14:08.223908,8.2422707,124.2440549,54.318999999999996,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:14:13.288463,8.242268200000002,124.2440519,54.229,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:14:18.329177,8.2422669,124.24404750000001,54.37899999999999,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:14:23.377779,8.2422635,124.24404246666667,54.349,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:14:28.449561,8.242262400000001,124.24403896666666,54.208999999999996,8.2422245,124.2439658,74.889,4.0
2023-11-22 05:14:33.501969,8.242263433333333,124.24403816666667,54.18899999999999,8.2422245,124.2439658,74.889,4.0
